suite,seed,method,alias_strength,train_alias_strength,test_alias_strength,alias_energy,success,effect_rmse,action_rmse,mean_chart_effect_radius,charts,charts_requested,token_bins,token_mode,context_condition,context_flip_rate,train_rows,test_rows,threshold,effect_metric,control,evaluated_predictions
data_scale,0,coarse_token,1.25,1.25,1.25,1.163409414546311,0.18428571428571427,0.6909435526757365,1.0196313834347783,,,,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,raw_action_charts,1.25,1.25,1.25,1.163409414546311,0.5828571428571429,0.4393116146318304,0.9443333255424767,0.8157383968744222,17.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,esac_full_context,1.25,1.25,1.25,1.163409414546311,0.6328571428571429,0.4137449900021942,0.879279488897422,0.4289341155354721,17.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,esac_hidden_context,1.25,1.25,1.25,1.163409414546311,0.29,0.9101664416683198,1.1518814284171832,0.4289341155354721,17.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,continuous_regression_upper,1.25,1.25,1.25,1.163409414546311,0.8171428571428572,0.28297217211590747,0.8555072851224439,,,,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,oracle_expert,1.25,1.25,1.25,1.163409414546311,1.0,0.1195957036527899,0.0,,,,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,0,coarse_token,1.25,1.25,1.25,1.1670939286783715,0.1357142857142857,0.67584879931092,1.0116503646230293,,,,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,raw_action_charts,1.25,1.25,1.25,1.1670939286783715,0.5742857142857143,0.40143015734258825,0.964966634866785,0.7895973203732494,24.0,3.0,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,esac_full_context,1.25,1.25,1.25,1.1670939286783715,0.6871428571428572,0.3412172591196492,0.8484138231951652,0.3315104318861872,24.0,3.0,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,esac_hidden_context,1.25,1.25,1.25,1.1670939286783715,0.35714285714285715,0.8647221190299856,1.1456313089417032,0.3315104318861872,24.0,3.0,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,continuous_regression_upper,1.25,1.25,1.25,1.1670939286783715,0.9728571428571429,0.18451101051411098,0.8313003125905554,,,,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,oracle_expert,1.25,1.25,1.25,1.1670939286783715,1.0,0.1195957036527899,0.0,,,,8.0,cardinal,,,1000.0,700.0,0.36,,,700.0
data_scale,0,coarse_token,1.25,1.25,1.25,1.1804583193084068,0.14,0.663472739034757,1.0059814071682558,,,,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,raw_action_charts,1.25,1.25,1.25,1.1804583193084068,0.63,0.38360483234054715,0.9427487088216665,0.8002509378129278,24.0,3.0,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,esac_full_context,1.25,1.25,1.25,1.1804583193084068,0.7042857142857143,0.3355245315385518,0.8472032382141321,0.3286408872681676,24.0,3.0,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,esac_hidden_context,1.25,1.25,1.25,1.1804583193084068,0.3385714285714286,0.8483025549886368,1.135817069775417,0.3286408872681676,24.0,3.0,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,continuous_regression_upper,1.25,1.25,1.25,1.1804583193084068,0.9885714285714285,0.15071627189677542,0.8247851375175717,,,,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,oracle_expert,1.25,1.25,1.25,1.1804583193084068,1.0,0.1195957036527899,0.0,,,,8.0,cardinal,,,2000.0,700.0,0.36,,,700.0
data_scale,0,coarse_token,1.25,1.25,1.25,1.176890358241654,0.13,0.6627405270242344,1.0069620867305893,,,,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,0,raw_action_charts,1.25,1.25,1.25,1.176890358241654,0.6071428571428571,0.3895060546272791,0.9420619648398199,0.8111661955601331,24.0,3.0,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,0,esac_full_context,1.25,1.25,1.25,1.176890358241654,0.7257142857142858,0.3210587431615059,0.8383454742305361,0.3282746520285373,24.0,3.0,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,0,esac_hidden_context,1.25,1.25,1.25,1.176890358241654,0.36428571428571427,0.8634812647844532,1.1357464896907872,0.3282533800830631,24.0,3.0,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,0,continuous_regression_upper,1.25,1.25,1.25,1.176890358241654,1.0,0.12556071478650435,0.8156103970274083,,,,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,0,oracle_expert,1.25,1.25,1.25,1.176890358241654,1.0,0.1195957036527899,0.0,,,,8.0,cardinal,,,4000.0,700.0,0.36,,,700.0
data_scale,1,coarse_token,1.25,1.25,1.25,1.158369630413451,0.1442857142857143,0.6708568249093869,1.0239864144856565,,,,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,1,raw_action_charts,1.25,1.25,1.25,1.158369630413451,0.6042857142857143,0.40087647950836935,0.9107128434812303,0.7726909201484564,16.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,1,esac_full_context,1.25,1.25,1.25,1.158369630413451,0.64,0.37587221177087815,0.889585221139981,0.4149723988911216,16.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
data_scale,1,esac_hidden_context,1.25,1.25,1.25,1.158369630413451,0.35714285714285715,0.8616532428925335,1.1485801488971616,0.4149723988911216,16.0,3.0,8.0,cardinal,,,500.0,700.0,0.36,,,700.0
